Si,Fe,Cu,Mg,Zn,Ti,Zr,Sc,Mn,Al,SHT_Temperature,SHT_Time,Aging_temperature,Aging_Time,Process,Valence_electrons,Period ,Melting_temperature,Atomic_mass,Heat_of_vaporization,Group,Heat_of_fusion,Electron_negativety,Electron_affinity,Density,Boiling_temperature,Atomic_radius,Atomic_number,Young_modulus,Shear_modulus,Bulk_modulus,Covalent_radius,Poisson_ratio,Mendeleev_number,atomic_volume,Electronegativity_allred,Electronegativity_pauling,Space_group,Work_function,First_ionization_energy,d_valence_electrons,P_valence_electrons,S_valence_electrons,Lattice_a,Lattice_c,YS,El
0.029,0,0.0147,0.019,0.05,0,0,0.005,0,0.8823,401,1,120,18,10000,2.9453,3.0697,680.3285,29.5059,283.3069,12.6906,11.69451,1.617723,43.6379,2.986262,2424.4851,120.2369,14.1352,71.66,27.0232,76.6528,121.5467,0.339593,69.7562,16.73961,1.485536,1.617723,222.764,4.194175,605.6972,0.652,0.9403,1.9853,172.7246709,172.7564078,117,4.7
0.002,0,0.015,0.021,0.052,0,0,0,0,0.91,0,0,0,0,10000,2.914,3.067,655.193,29.47,280.724,12.689,10.5969,1.61071,41.1672,3.00367,2406.574,120.206,14.105,72.305,27.0254,76.045,121.617,0.34313,69.719,16.61525,1.47958,1.61071,222.741,4.1838,600.8125,0.67,0.914,1.985,173.549783,173.5797639,271,16.8
0.008,0,0.044,0.005,0,0,0,0,0.007,0.936,535,8,160,18,5,2.966,3.051,688.784,28.747,292.5,12.823,11.1231,1.62316,46.5088,3.00102,2513.589,119.568,13.791,73.227,27.2991,79.161,121.63,0.34801,69.216,16.42956,1.48419,1.62316,224.805,4.213,588.2463,0.475,0.952,1.956,174.6545734,174.6585097,415,13
0.001,0.001,0.0005,0.04,0.001,0,0,0,0,0.9565,0,0,0,0,5,2.9595,3.0025,661.2045,26.9665,286.3495,12.554,10.6602,1.598695,41.3378,2.67357,2460.9725,119.1485,12.998,69.186,25.7242,74.904,121.8075,0.347305,68.969,16.87956,1.46117,1.598695,223.735,4.171255,584.616,0.021,0.9585,1.9995,169.955342,169.9559308,124,8
0.17,0.003,0.045,0.005,0.0005,0,0,0,0,0.7765,540,10,205,4,5,3.1195,3.0485,809.769,28.926,303.785,13.0095,17.482125,1.67153,61.4586,2.93168,2578.78,118.286,13.9295,69.107,27.1555,83.084,119.9285,0.32692,71.424,16.99285,1.527905,1.67153,225.1815,4.29464,622.0187,0.473,1.1165,1.955,169.3913567,169.3916521,310,0.8
0.11,0,0.02,0,0,0,0,0,0.004,0.866,0,0,0,0,100000,3.094,3.024,753.784,27.922,300.108,13.046,15.079,1.64746,54.294,2.80358,2559.938,117.942,13.478,69.182,26.676,80.096,120.192,0.33538,70.466,16.87146,1.50582,1.64746,225.188,4.261,604.321,0.22,1.086,1.98,169.688332,169.6906471,350,1.8
0,0,0.0424,0.0197,0,0,0.015,0,0.0056,0.9173,0,0,0,0,100000,2.9585,3.078,699.0296,29.5705,293.9425,12.5299,10.92662,1.61185,45.0621,3.030027,2518.4571,121.2375,14.1309,72.7233,27.1601,78.6643,122.7712,0.348076,68.4421,16.617323,1.474122,1.61185,223.8795,4.185975,589.70411,0.482,0.9173,1.9576,174.0471158,174.0577507,435,6
0.001,0.002,0.0005,0.04,0.001,0,0,0,0,0.9555,0,0,430,0.5,1,2.9595,3.0035,662.0825,26.9955,286.4035,12.549,10.6633,1.598915,41.3105,2.67874,2461.3145,119.1865,13.01,69.327,25.7802,74.998,121.8185,0.347245,68.95,16.87473,1.46134,1.598915,223.739,4.171985,584.7979,0.027,0.9575,1.9995,170.1222151,170.1228033,83,9
0.105,0,0,0.0035,0,0,0,0,0,0.8915,0,0,0,0,100000,3.1015,3,739.135,27.0945,299.3525,13.0665,14.8195,1.6394,52.3625,2.657755,2554.0035,117.3595,13.1015,67.4975,25.9895,78.4115,120.02,0.33614,70.3615,16.992095,1.49751,1.6394,225.1015,4.249875,599.91655,0,1.1015,2,167.7168066,167.7168066,270,6
0,0,0,0.04,0,0,0.004,0.007,0.005,0.944,0,0,400,2,100000,2.969,3.02,673.477,27.352,287.358,12.424,10.7108,1.59483,40.882,2.70221,2469.287,120.109,13.184,69.656,25.9565,74.931,122.449,0.34692,68.269,16.94792,1.45816,1.59483,223.379,4.1616,585.2176,0.04,0.944,2,170.4936774,170.5025236,487,2
0.0047,0,0,0.141,0,0,0.0017,0.0031,0,0.8495,0,0,325,2,100000,2.8654,3.0065,666.8964,26.7463,270.6106,11.4074,10.63665,1.567812,37.28192,2.568819,2323.4788,122.1283,12.9344,66.3742,24.75314,71.7186,124.0167,0.340695,68.6638,17.631938,1.436167,1.567812,220.4896,4.09238,601.29165,0.0065,0.8589,2,166.3965829,166.3992529,390,15
0.09,0.0005,0.035,0.003,0.0005,0,0,0,0,0.871,505,10,205,6,5,3.0515,3.036,743.024,28.4095,298.63,12.984,14.311375,1.64548,53.61485,2.887695,2549.873,118.427,13.6615,70.0445,26.7975,80.351,120.551,0.33769,70.3735,16.766385,1.50356,1.64548,225.0735,4.251815,602.83535,0.358,1.051,1.965,170.7405876,170.7408807,193,2
0.07,0.0015,0.0005,0.0055,0.0005,0,0,0,0,0.922,540,10,175,6,1,3.0635,3.0025,714.1345,27.1345,296.71,13.0005,13.444125,1.629145,49.08055,2.68187,2537.539,117.741,13.099,68.513,26.068,77.6795,120.4325,0.340425,69.885,16.87613,1.48807,1.629145,224.96,4.232045,593.44,0.019,1.062,1.9995,169.0241949,169.024491,234,3
0,0,0.0225,0,0,0.015,0,0,0.018,0.9445,0,0,0,0,100000,3.0105,3.0555,695.2305,28.4715,293.8235,12.712,10.91675,1.614395,43.3825,2.95371,2523.2435,120.2515,13.711,74.344,27.728,78.742,122.1565,0.348785,68.007,16.43852,1.47639,1.614395,224.391,4.204125,584.909,0.345,0.9445,1.9775,175.9653136,175.9850851,360,9
0,0,0,0.027,0,0,0,0,0.008,0.965,345,2.5,0,0,5,2.981,3.008,664.418,27.063,287.961,12.655,10.666,1.60142,41.495,2.71197,2476.753,119.073,13.069,70.349,26.185,75.515,121.684,0.34814,68.805,16.76021,1.46456,1.60142,224.099,4.18175,582.8481,0.04,0.965,2,171.3484497,171.3530352,115,22
0.0005,0.0005,0.042,0.004,0.03,0,0,0,0.004,0.919,515,14,250,5,5,2.9285,3.0765,673.77,29.769,287.182,12.816,10.7193,1.622195,44.54765,3.11372,2465.2595,120.1495,14.2325,74.131,27.6401,78.619,121.6445,0.346125,69.521,16.37493,1.48724,1.622195,223.917,4.206115,595.7227,0.743,0.92,1.958,175.6790136,175.6983373,414,6
0,0,0,0.0132,0,0,0.0074,0.0079,0.0452,0.9263,0,0,450,6,100000,3.0394,3.0679,702.1581,28.3898,289.8437,12.438,10.90469,1.599281,40.2765,2.933132,2495.8785,121.4726,13.7922,75.465,28.3749,77.5849,122.8643,0.347225,67.2464,16.616749,1.468725,1.599281,223.7549,4.188345,586.87864,0.2487,0.9263,2,177.2274861,177.2604214,399,13
0,0,0,0.04,0,0,0.004,0.007,0.005,0.944,0,0,375,2,100000,2.969,3.02,673.477,27.352,287.358,12.424,10.7108,1.59483,40.882,2.70221,2469.287,120.109,13.184,69.656,25.9565,74.931,122.449,0.34692,68.269,16.94792,1.45816,1.59483,223.379,4.1616,585.2176,0.04,0.944,2,170.4936774,170.5025236,507,3.4
0.006,0,0,0.01,0,0,0,0,0,0.984,530,8,160,18,5,2.996,3,664.424,26.976,291.746,12.896,10.9158,1.60874,43.1136,2.68808,2506.996,118.228,12.996,69.612,25.9112,75.834,121.14,0.34862,69.068,16.69916,1.46922,1.60874,224.702,4.1955,580.2576,0,0.996,2,170.4992208,170.4992208,275,12
0.029,0.005,0.0147,0.019,0.051,0,0.01,0,0,0.8713,0,0,0,0,100000,2.9543,3.0907,692.0235,30.2389,286.1479,12.6246,11.78316,1.617313,43.5634,3.053152,2441.9281,121.0009,14.4422,72.353,27.3752,77.4218,121.8977,0.339443,69.5132,16.73909,1.485426,1.617313,222.598,4.194975,607.4937,0.707,0.9293,1.9853,173.5194794,173.5538866,336,3.6
0,0,0.0012,0,0,0,0,0,0.012,0.9868,415,2.5,0,0,5,3.0108,3.0132,667.542,27.2604,292.1324,12.9256,10.73276,1.609628,42.574,2.764752,2513.5556,118.5484,13.1632,71.608,26.6684,76.6048,121.2292,0.349628,68.7552,16.55132,1.471896,1.609628,224.904,4.2033,579.2816,0.072,0.9868,1.9988,172.8625462,172.8693641,40,30
0.013,0,0.0028,0.008,0,0,0,0,0,0.9762,415,2.5,0,0,5,3.0022,3.0028,670.912,27.0926,292.5576,12.9194,11.20134,1.612182,44.0438,2.704958,2512.6414,118.2006,13.0498,69.669,25.9922,76.2432,121.0608,0.347802,69.1778,16.69585,1.472374,1.612182,224.778,4.2012,581.8711,0.028,1.0022,1.9972,170.5467512,170.5467512,70,20
0.02,0.0012,0.07,0.001,0.01,0,0,0,0,0.8978,0,0,205,8,5,2.939,3.0812,703.4736,30.0218,292.9698,12.853,11.61522,1.636464,49.55624,3.180434,2512.4914,120.0626,14.3234,74.2642,27.7722,80.9818,121.6132,0.345568,69.7762,16.329074,1.496864,1.636464,224.7038,4.226626,597.01058,0.8072,0.9378,1.93,175.7775302,175.7832231,165,1.5
0.1081,0,0.0027,0.0056,0,0.0015,0,0,0,0.8821,505,4,0,0,100000,3.1013,3.0042,744.1109,27.2227,299.4275,13.0276,14.95534,1.640347,52.70246,2.674173,2553.4518,117.5544,13.1592,67.6047,26.05762,78.6446,120.1192,0.335539,70.3409,17.005723,1.498374,1.640347,224.9961,4.249925,601.47589,0.03,1.0983,1.9973,167.8269732,167.8279929,131.14,22.26
0.01,0.006,0.1,0.0025,0.006,0,0,0,0,0.8755,0,0,170,18,5,2.9015,3.112,713.843,31.1045,293.2275,12.7465,11.3165,1.64271,50.8767,3.377535,2515.9175,121.0695,14.7815,76.7815,28.6175,83.0905,122.122,0.34659,69.6855,16.143775,1.50226,1.64271,224.7805,4.231905,599.75715,1.096,0.8955,1.9,178.6272955,178.6306568,214,1
0.17,0.001,0.045,0.0055,0.0005,0,0,0,0.0005,0.7775,0,0,0,0,500,3.1195,3.047,808.301,28.8755,303.558,13.011,17.476175,1.67091,61.4702,2.92324,2577.1525,118.245,13.911,68.8765,27.06575,82.9025,119.9255,0.326995,71.451,17.00374,1.52751,1.67091,225.154,4.29293,621.80505,0.4635,1.1175,1.955,169.1160608,169.116647,262,0.4
0.02,0.02,0,0.05,0,0,0,0,0,0.91,0,0,0,0,100000,2.97,3.02,692.14,27.4452,287.15,12.37,11.452,1.6052,41.661,2.7475,2462.01,119.97,13.23,71.11,26.674,76.81,122.02,0.3432,68.83,16.9251,1.4668,1.6052,223.57,4.1871,593.235,0.12,0.95,2,401.1463,394.5585,269.06731,7.08543
0.02,0.02,0,0.05,0,0,0,0,0,0.91,0,0,180,3.5,100000,2.97,3.02,692.14,27.4452,287.15,12.37,11.452,1.6052,41.661,2.7475,2462.01,119.97,13.23,71.11,26.674,76.81,122.02,0.3432,68.83,16.9251,1.4668,1.6052,223.57,4.1871,593.235,0.12,0.95,2,401.1463,394.5585,317.349812,7.589142
0,0.025,0,0,0,0,0,0,0,0.975,0,0,0,0,100000,3,3.025,681.95,27.7015,294.35,12.875,10.7775,1.6155,41.83,2.82925,2527.55,118.95,13.325,73.525,27.4,78.35,121.275,0.3485,68.525,16.48925,1.47425,1.6155,225.1,4.21825,581.9475,0.15,0.975,2,401.9925,394.82625,189.661013,14.739481
0,0.025,0,0,0,0,0,0,0.02,0.955,0,0,0,0,100000,3.02,3.045,693.67,28.0619,292.89,12.755,10.8275,1.6143,40.98,2.92465,2518.39,119.81,13.565,76.085,28.47,79.23,121.635,0.3479,68.105,16.40105,1.47685,1.6143,224.94,4.22325,584.7475,0.25,0.955,2,411.7185,404.55225,270.741555,13.095262
0,0.05,0,0.01,0,0,0.007,0.008,0.02,0.905,0,0,0,0,100000,3.017,3.092,730.933,29.35004,294.799,12.377,10.9995,1.61284,39.68,3.07304,2528.368,122.174,14.133,79.371,29.853,81.265,122.88,0.34517,66.841,16.46256,1.47479,1.61284,224.265,4.22115,591.905,0.422,0.905,2,406.75625,397.33709,434.194785,9.385369
0,0.01,0.006,0,0,0,0.013,0,0,0.971,0,0,0,0,100000,3.007,3.042,686.86272,28.32308,297.313,12.821,10.8793,1.6103,42.6692,2.83866,2547.248,119.686,13.577,71.731,26.783,77.597,121.878,0.34921,68.261,16.61974,1.47013,1.6103,224.637,4.19905,581.3008,0.146,0.971,1.994,402.44349,402.06649,497,2.2
0.02,0,0,0.05,0,0,0,0,0.005,0.925,0,0,0,0,100000,2.975,3.005,677.51,26.96,285.705,12.44,11.3985,1.6005,42.447,2.66795,2452.88,119.425,13.03,68.93,25.8215,75.15,121.89,0.34425,69.105,16.99965,1.46405,1.6005,223.45,4.17375,590.297,0.025,0.965,2,169.579889,169.5827848,295,8.2
0.02,0,0,0.05,0,0,0,0,0.005,0.925,490,1,180,3.5,100000,2.975,3.005,677.51,26.96,285.705,12.44,11.3985,1.6005,42.447,2.66795,2452.88,119.425,13.03,68.93,25.8215,75.15,121.89,0.34425,69.105,16.99965,1.46405,1.6005,223.45,4.17375,590.297,0.025,0.965,2,169.579889,169.5827848,377,9.6
0.02,0,0,0.07,0,0,0.01,0,0,0.9,0,0,0,0,100000,2.96,3.02,686.33,27.45,285.64,12.16,11.449,1.592,41.782,2.6627,2445.49,120.63,13.22,67.76,25.444,74.52,122.74,0.3431,68.74,17.2259,1.4561,1.592,222.56,4.15,593.629,0.02,0.94,2,168.1362308,168.1413893,447,13
0.02,0,0,0.07,0,0,0.01,0,0,0.9,0,0,180,4,100000,2.96,3.02,686.33,27.45,285.64,12.16,11.449,1.592,41.782,2.6627,2445.49,120.63,13.22,67.76,25.444,74.52,122.74,0.3431,68.74,17.2259,1.4561,1.592,222.56,4.15,593.629,0.02,0.94,2,168.1362308,168.1413893,460,13.4
0.02,0,0,0.07,0,0,0.01,0,0,0.9,0,0,420,12,100000,2.96,3.02,686.33,27.45,285.64,12.16,11.449,1.592,41.782,2.6627,2445.49,120.63,13.22,67.76,25.444,74.52,122.74,0.3431,68.74,17.2259,1.4561,1.592,222.56,4.15,593.629,0.02,0.94,2,168.1362308,168.1413893,467,13.3
0.02,0,0,0.07,0,0,0.01,0,0,0.9,480,12,0,0,100000,2.96,3.02,686.33,27.45,285.64,12.16,11.449,1.592,41.782,2.6627,2445.49,120.63,13.22,67.76,25.444,74.52,122.74,0.3431,68.74,17.2259,1.4561,1.592,222.56,4.15,593.629,0.02,0.94,2,168.1362308,168.1413893,280,14.3
0.02,0,0,0.05,0,0,0,0,0.005,0.925,0,0,0,0,500,2.975,3.005,677.51,26.96,285.705,12.44,11.3985,1.6005,42.447,2.66795,2452.88,119.425,13.03,68.93,25.8215,75.15,121.89,0.34425,69.105,16.99965,1.46405,1.6005,223.45,4.17375,590.297,0.025,0.965,2,169.579889,169.5827848,180,15
0,0,0,0.0132,0,0,0.006,0.011,0.045,0.9254,0,0,0,0,10000,3.0384,3.068,703.105,28.3542,289.633,12.4274,10.9074,1.59909,40.2362,2.928308,2495.1456,121.5292,13.7774,75.471,28.3691,77.5064,122.925,0.347064,67.1344,16.630042,1.468356,1.59909,223.7224,4.18685,586.80498,0.248,0.9254,2,177.2329404,177.2667533,231,9.9
0,0.01,0.006,0,0,0,0.003,0,0,0.981,0,0,0,0,100000,2.997,3.022,674.91272,27.68068,294.443,12.911,10.7763,1.6131,42.6832,2.80066,2528.348,118.806,13.307,71.761,26.713,77.387,121.338,0.34931,68.711,16.55294,1.47263,1.6131,224.947,4.20655,580.4748,0.126,0.981,1.994,403.26099,400.96899,185,3.8
0,0.01,0.006,0,0,0,0.006,0,0,0.978,0,0,0,0,100000,3,3.028,678.49772,27.8734,295.304,12.884,10.8072,1.61226,42.679,2.81206,2534.018,119.07,13.388,71.752,26.734,77.45,121.5,0.34928,68.576,16.57298,1.47188,1.61226,224.854,4.2043,580.7226,0.132,0.978,1.994,403.01574,401.29824,316,3.1
0,0.01,0.006,0,0,0,0.008,0,0,0.976,0,0,0,0,100000,3.002,3.032,680.88772,28.00188,295.878,12.866,10.8278,1.6117,42.6762,2.81966,2537.798,119.246,13.442,71.746,26.748,77.492,121.608,0.34926,68.486,16.58634,1.47138,1.6117,224.792,4.2028,580.8878,0.136,0.976,1.994,402.85224,401.51774,339,4.4
0,0.01,0.006,0,0,0,0.013,0,0,0.971,0,0,0,0,100000,3.007,3.042,686.86272,28.32308,297.313,12.821,10.8793,1.6103,42.6692,2.83866,2547.248,119.686,13.577,71.731,26.783,77.597,121.878,0.34921,68.261,16.61974,1.47013,1.6103,224.637,4.19905,581.3008,0.146,0.971,1.994,402.44349,402.06649,497,2.2
